159,131,DOae2908-221013-UK8b5533,UK8b5533-221013-3e7ca5f4,두부,비숑 프리제,모르겠어요,5.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2483661558/82251c33.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2483661558/82251c33.jpeg,41.86,26.14,36.68,19,RECOMMEND,RECOMMEND
160,132,DO10ce9b-221014-UK8c0064,UK8c0064-221014-332f46f5,망고,포메라니안,모르겠어요,1.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485171502/9c16258a.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485171502/9c16258a.jpeg,25.51,17.14,20.13,11.14,RECOMMEND,RECOMMEND
161,135,DO4705a1-221021-UK907359,UK907359-220824-25ad9923,홀리,믹스 소형견,모르겠어요,8.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2401159117/b8297296.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2401159117/b8297296.jpeg,46,32,40,12,USER,USER
162,137,DO50738b-221028-UK9090ce,UK9090ce-221028-f5a2e88d,코코,비숑 프리제,모르겠어요,6.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2502362949/436afb3e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2502362949/436afb3e.jpeg,43.2,26.75,39.04,19.34,RECOMMEND,RECOMMEND
163,139,DO6b54b3-221013-UK921243,UK921243-221013-3b28db8b,레오,포메라니안,모르겠어요,2.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2483040761/60bb3c08.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2483040761/60bb3c08.jpeg,31.3,8.5,26,12,USER,USER
164,141,DOd9bf6e-221022-UK92a74e,UK92a74e-221022-0ea92607,꼼이,포메라니안,모르겠어요,3.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494339539/03645978.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494339539/03645978.jpeg,39.66,25.67,31.04,17.52,RECOMMEND,RECOMMEND
165,152,DOc8a828-221008-UK9c4d84,UK9c4d84-221008-e3a00d12,뭉이,재패니즈 스피츠,모르겠어요,9.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476050453/c10ae4fa.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476050453/c10ae4fa.jpeg,52,32,45,25,USER,USER
166,153,DO97a81b-221016-UK9e6418,UK9e6418-221016-54abaca5,오동이,푸들 미디엄미니어처,모르겠어요,6.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486672811/e87c3c1b.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486672811/e87c3c1b.jpeg,44.49,27.98,38.34,22.83,RECOMMEND,RECOMMEND
167,157,DO60753a-221027-UKa4cc9b,UKa4cc9b-221027-c2f30bb8,보리,푸들토이,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2501134795/e781f7dc.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2501134795/e781f7dc.jpeg,25,27,38,20,USER,USER
168,167,DO9873ed-221029-UKab24b7,UKab24b7-221029-e879e24f,탄이,포메라니안,모르겠어요,2.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2503847637/14d1d321.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2503847637/14d1d321.jpeg,37,22,20,11,USER,USER
169,171,DOaaada8-221022-UKae3281,UKae3281-221022-5f0ef686,정뿌꾸,믹스 소형견,모르겠어요,8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494218594/3d523243.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494218594/3d523243.jpeg,49.6,32.38,41.79,22.97,RECOMMEND,RECOMMEND
170,248,DOb49b5f-221015-US8571d3,US8571d3-220729-ad7b500f,연탄,프렌치 불독,모르겠어요,9.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/lmmlmlm/8361e137.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/lmmlmlm/8361e137.jpeg,52,37,36,17,USER,USER
171,174,DO30bc8b-221015-UKb6cd9c,UKb6cd9c-220810-82c22e67,뽀이 ,말티즈,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2383034900/1850bb48.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2383034900/1850bb48.jpeg,41,29,32,20,USER,USER
172,176,DO85908a-221016-UKb7f508,UKb7f508-221016-7e0a3881,설기,비숑 프리제,모르겠어요,5.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486626962/a7b8e12b.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486626962/a7b8e12b.jpeg,37,25,50,16,USER,USER
173,177,DO8ddaa5-221007-UKbac6c9,UKbac6c9-221007-d6c0b3d3,박토리,포메라니안,모르겠어요,6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474725508/7c1f5d24.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474725508/7c1f5d24.jpeg,53,33,30,17,USER,USER
